ostta	atha
ostta05g01320	AT3G02060
ostta05g01330	AT3G47120
ostta05g01350	AT3G60880
ostta05g01360	AT1G17745
ostta05g01370	AT4G36020
ostta05g01380	AT3G10010
ostta05g01400	AT4G32160
ostta05g01410	AT4G02930
ostta05g01430	AT5G64380
ostta05g01440	AT5G37500
ostta05g01450	AT5G66540
ostta05g01460	AT3G55170
ostta05g01470	AT5G48030
ostta05g01480	AT2G25830
ostta05g01490	AT5G52790
ostta05g01550	AT3G56840
ostta05g01560	AT3G50210
ostta05g01570	AT5G15930
ostta05g01590	AT2G02090
ostta05g01600	AT5G19560
ostta05g01610	AT1G21170
ostta05g01620	AT5G44370
ostta05g01630	AT5G33320
ostta05g01640	AT5G55550
ostta05g01650	AT1G67890
ostta05g01660	AT3G26120
ostta05g01680	AT2G14050
ostta05g01690	AT1G70320
ostta05g01710	AT5G65010
ostta05g01720	AT4G26485
ostta05g01740	AT1G79790
ostta05g01760	AT2G44350
ostta05g01770	AT3G18100
ostta05g01780	AT3G54890
ostta05g01810	AT5G56260
ostta05g01820	AT5G66120
ostta05g01840	AT1G52600
ostta05g01850	AT5G05080
ostta05g01860	AT1G66670
ostta05g01870	AT4G30920
ostta05g01880	AT5G08710
ostta05g01890	AT2G34160
ostta05g01900	AT1G48175
ostta05g01910	AT5G42950
ostta05g01920	AT4G34870
ostta05g01930	AT5G40200
ostta05g01940	AT1G59890
ostta05g01950	AT5G59613
ostta05g01960	AT5G03530
ostta05g01970	AT5G13450
ostta05g01980	AT1G48400
ostta05g02020	AT3G45640
ostta05g02030	AT3G61580
ostta05g02050	AT1G59660
ostta05g02060	AT2G43770
ostta05g02070	AT1G44920
ostta05g02080	AT2G22360
ostta05g02090	AT1G61850
ostta05g02110	AT1G55480
ostta05g02120	AT5G26742
ostta05g02130	AT2G36310
ostta05g02140	AT1G25290
ostta05g02150	AT2G46100
ostta05g02160	AT2G47210
ostta05g02170	AT5G40550
ostta05g02180	AT1G50320
ostta05g02190	AT2G45050
ostta05g02220	AT1G77720
ostta05g02230	AT3G10110
ostta05g02235	AT2G32170
ostta05g02250	AT2G03430
ostta05g02270	AT5G12920
ostta05g02280	AT5G59840
ostta05g02300	AT5G47880
ostta05g02320	AT1G34350
ostta05g02330	AT4G24800
ostta05g02340	AT1G26550
ostta05g02350	AT5G16810
ostta05g02360	AT1G12370
ostta05g02370	AT4G24710
ostta05g02380	AT5G66990
ostta05g02390	AT5G60790
ostta05g02410	AT1G78140
ostta05g02418	AT2G21280
ostta05g02420	AT3G53570
ostta05g02422	AT1G65650
ostta05g02430	AT4G35780
ostta05g02460	AT1G73660
ostta05g02480	AT1G08410
ostta05g02500	AT5G23590
ostta05g02510	AT1G16890
ostta05g02520	AT5G65000
ostta05g02530	AT3G07140
ostta05g02540	AT5G56290
ostta05g02550	AT5G57020
ostta05g02560	AT3G05940
ostta05g02570	AT2G43945
ostta05g02580	AT3G27530
ostta05g02590	AT1G18480
ostta05g02610	AT4G39120
ostta05g02620	AT5G50870
ostta05g02640	AT4G25120
ostta05g02650	AT5G60640
ostta05g02665	AT5G39830
ostta05g02690	AT5G04600
ostta05g02700	AT2G31260
ostta05g02710	AT1G68650
ostta05g02740	AT4G11640
ostta05g02760	AT3G50670
ostta05g02790	AT1G61780
ostta05g02820	AT5G19690
ostta05g02830	AT1G20760
ostta05g02845	AT1G73480
ostta05g02870	ATCG01120
ostta05g02880	AT3G12930
ostta05g02890	AT4G28020
ostta05g02900	AT3G13930
ostta05g02920	AT3G10730
ostta05g02930	AT3G50360
ostta05g02940	AT3G20780
ostta05g02950	AT1G56450
ostta05g02970	AT2G45270
ostta05g02975	AT3G56120
ostta05g02980	AT1G24340
ostta05g02990	AT1G04640
ostta05g03000	AT4G11410
ostta05g03010	AT1G05270
ostta05g03020	AT5G11720
ostta05g03040	AT5G53140
ostta05g03060	AT1G35420
ostta05g03090	AT3G07670
ostta05g03110	AT5G37055
ostta05g03120	AT2G26580
ostta05g03130	AT3G59760
ostta05g03170	AT3G20390
ostta05g03180	AT5G11850
ostta05g03200	AT3G20550
ostta05g03210	AT4G09730
ostta05g03220	AT5G13240
ostta05g03250	AT3G45880
ostta05g03260	AT2G31890
ostta05g03270	AT5G56730
ostta05g03280	AT4G34120
ostta05g03310	AT3G23980
ostta05g03320	AT3G15470
ostta05g03330	AT2G05210
ostta05g03340	AT1G80720
ostta05g03390	AT3G19100
ostta05g03400	AT3G28490
ostta05g03405	AT3G57810
ostta05g03410	AT1G10490
ostta05g03420	AT5G01230
ostta05g03430	AT5G46720
ostta05g03460	AT5G09680
ostta05g03470	AT5G54090
ostta05g03480	AT4G13860
ostta05g03500	AT1G53270
ostta05g03510	AT4G27640
ostta05g03520	AT1G26550
ostta05g03530	AT5G17230
ostta05g03540	AT2G01810
ostta05g03550	AT2G39670
ostta05g03560	AT1G55040
ostta05g03570	AT5G47820
ostta05g03580	AT1G02680
ostta05g03590	AT2G45730
ostta05g03600	AT3G14590
ostta05g03610	AT2G36900
ostta05g03620	AT3G63130
ostta05g03640	AT3G29100
ostta05g03660	AT5G12430
ostta05g03670	AT2G44510
ostta05g03680	AT1G49590
ostta05g03710	AT2G20920
ostta05g03720	AT3G61800
ostta05g03730	AT5G10480
ostta05g03740	AT1G63440
ostta05g03750	AT5G46420
ostta05g03760	AT1G33390
ostta05g03770	AT5G10980
ostta05g03780	AT1G26760
ostta05g03790	AT1G09450
ostta05g03810	AT4G37190
ostta05g03820	AT1G29070
ostta05g03830	AT1G45474
ostta05g03840	AT4G12610
ostta05g03850	AT5G52240
ostta05g03860	AT5G40850
ostta05g03870	AT2G09990
ostta05g03890	AT3G43790
ostta05g03900	AT5G11270
ostta05g03910	AT3G20500
ostta05g03920	AT1G78280
ostta05g03960	AT3G42050
ostta05g03980	AT5G10690
ostta05g04000	AT3G16250
ostta05g04010	AT1G26180
ostta05g04020	AT2G27530
ostta05g04030	AT5G10690
ostta05g04050	AT5G39940
ostta05g04070	AT3G24090
ostta05g04080	AT4G18465
ostta05g04100	AT4G16340
ostta05g04110	AT3G27730
ostta05g04120	AT1G33270
ostta05g04130	AT3G04790
ostta05g04140	AT3G06450
ostta05g04150	AT2G24420
ostta05g04160	AT2G20820
ostta05g04170	AT2G18510
ostta05g04180	AT4G15770
ostta05g04190	AT1G52530
ostta05g04200	AT1G27880
ostta05g04220	AT3G52220
ostta05g04260	AT5G47680
ostta05g04290	AT3G54460
ostta05g04310	AT2G30330
ostta05g04320	AT1G71230
ostta05g04330	AT4G24040
ostta05g04340	AT2G47730
ostta05g04370	AT3G16340
ostta05g04380	AT3G09150
ostta05g04400	AT4G16660
ostta05g04410	AT2G29390
ostta05g04415	AT1G78995
ostta05g04420	AT1G26640
ostta05g04430	AT5G43560
ostta05g04440	AT1G20540
ostta05g04450	AT5G54610
ostta05g04460	AT2G20560
ostta05g04480	AT5G24630
ostta05g04490	AT1G77420
ostta05g04500	AT3G09740
ostta05g04530	AT5G58250
ostta05g04540	AT3G25805
ostta05g04550	AT2G32920
ostta05g04560	AT1G79040
ostta05g04570	AT1G73150
ostta05g04580	AT2G42810
ostta05g04590	AT1G24280
ostta05g04600	AT5G61510
ostta05g04610	AT5G12320
ostta05g04620	AT1G78570
ostta05g04640	AT5G51230
ostta05g04650	AT2G48060
ostta05g04670	AT1G33230
ostta05g04700	AT5G15450
ostta05g04720	AT3G53220
ostta05g04730	AT3G02870
ostta05g04740	AT1G50950
ostta05g04750	AT2G30720
ostta05g04770	AT4G23010
ostta05g04780	AT5G20380
ostta05g04790	AT5G51010
ostta05g04800	AT4G02930
ostta05g04810	AT1G34770
ostta05g04850	AT5G66040
ostta05g04860	AT4G24930
ostta05g04870	AT1G05460
ostta05g04880	AT2G21340
ostta05g04890	AT5G05680
ostta05g04910	AT3G49010
ostta05g04920	AT3G24190
ostta05g04930	AT5G56150
ostta05g04940	AT3G58660
ostta05g04950	AT1G03360
ostta05g04960	AT1G08520
ostta05g04980	AT4G02260
ostta05g04990	AT3G55340
ostta05g05000	AT1G31230
ostta05g05010	AT5G08110
ostta06g00020	AT3G60740
ostta06g00030	AT4G14455
ostta06g00040	AT5G14470
ostta06g00060	AT3G06010
ostta06g00090	AT1G06790
ostta06g00100	AT4G23800
ostta06g00110	AT1G20300
ostta06g00150	AT5G43330
ostta06g00160	AT5G05520
ostta06g00180	AT5G22370
ostta06g00190	AT1G16470
ostta06g00200	AT5G44170
ostta06g00210	AT3G43790
ostta06g00220	AT1G21065
ostta06g00240	AT3G20430
ostta06g00250	AT5G64040
ostta06g00310	AT1G07705
ostta06g00320	AT5G20140
ostta06g00330	AT3G18524
ostta06g00350	AT5G35590
ostta06g00360	AT2G20000
ostta06g00380	AT1G21380
ostta06g00410	AT2G23370
ostta06g00420	AT2G40770
ostta06g00430	AT5G23230
ostta06g00440	AT1G21065
ostta06g00460	AT4G04350
ostta06g00480	AT1G08980
ostta06g00490	AT2G46280
ostta06g00520	AT3G57610
ostta06g00530	AT1G08640
ostta06g00540	AT1G55480
ostta06g00560	AT3G49601
ostta06g00570	AT4G03410
ostta06g00580	AT5G19530
ostta06g00590	AT1G77620
ostta06g00610	AT4G30510
ostta06g00620	AT5G48030
ostta06g00650	AT4G12400
ostta06g00670	AT2G19540
ostta06g00680	AT1G54210
ostta06g00690	AT5G45020
ostta06g00700	AT3G12780
ostta06g00720	AT5G15270
ostta06g00730	AT5G02120
ostta06g00740	AT3G62770
ostta06g00765	AT5G14850
ostta06g00780	AT5G08110
ostta06g00790	AT1G68830
ostta06g00850	AT3G27530
ostta06g00860	AT1G16030
ostta06g00870	AT1G09932
ostta06g00880	AT5G59750
ostta06g00890	AT1G26760
ostta06g00900	AT3G45890
ostta06g00920	AT1G61620
ostta06g00940	AT1G01140
ostta06g00970	AT4G26430
ostta06g00980	AT3G08850
ostta06g00990	AT4G38120
ostta06g01020	AT3G18190
ostta06g01030	AT1G78630
ostta06g01040	AT2G13440
ostta06g01070	AT1G08540
ostta06g01080	AT5G57360
ostta06g01090	AT3G28700
ostta06g01100	AT4G34830
ostta06g01110	AT1G72570
ostta06g01120	AT1G25210
ostta06g01130	AT4G00660
ostta06g01140	AT3G04560
ostta06g01150	AT2G32060
ostta06g01170	AT5G60070
ostta06g01190	AT1G02120
ostta06g01200	AT3G26085
ostta06g01210	AT1G04980
ostta06g01220	AT5G47390
ostta06g01250	AT5G10780
ostta06g01260	AT3G57870
ostta06g01290	AT2G48060
ostta06g01300	AT5G24000
ostta06g01310	AT5G48600
ostta06g01320	AT4G10760
ostta06g01340	AT3G11945
ostta06g01350	AT1G32550
ostta06g01360	AT5G67470
ostta06g01370	AT1G61850
ostta06g01380	AT1G80660
ostta06g01400	AT5G62050
ostta06g01410	AT3G20320
ostta06g01420	AT3G15750
ostta06g01430	AT5G27380
ostta06g01450	AT5G23290
ostta06g01460	AT3G25470
ostta06g01480	AT1G43860
ostta06g01490	AT5G27720
ostta06g01500	AT2G45540
ostta06g01510	AT1G18610
ostta06g01520	AT1G02305
ostta06g01530	AT4G30800
ostta06g01550	AT3G55130
ostta06g01560	AT3G60360
ostta06g01580	AT5G49960
ostta06g01600	AT5G36170
ostta06g01610	AT3G51270
ostta06g01620	AT3G61960
ostta06g01630	AT2G32480
ostta06g01640	AT5G65220
ostta06g01650	AT5G61410
ostta06g01660	AT2G13440
ostta06g01670	AT1G04980
ostta06g01690	AT1G48450
ostta06g01700	AT1G80670
ostta06g01710	AT5G17990
ostta06g01720	AT2G29580
ostta06g01730	AT4G19490
ostta06g01750	AT5G19280
ostta06g01760	AT3G01850
ostta06g01770	AT1G66080
ostta06g01780	AT5G50100
ostta06g01790	AT3G04600
ostta06g01800	AT3G18880
ostta06g01810	AT5G57960
ostta06g01820	AT3G59310
ostta06g01830	AT3G07050
ostta06g01850	AT5G01960
ostta06g01860	AT5G02960
ostta06g01870	AT1G80380
ostta06g01880	AT5G01260
ostta06g01890	AT3G61080
ostta06g01910	AT2G25950
ostta06g01920	AT1G75125
ostta06g01930	AT5G25800
ostta06g01940	AT4G00660
ostta06g01950	AT5G02320
ostta06g01955	AT3G18140
ostta06g01960	AT3G11450
ostta06g01970	AT1G19360
ostta06g01990	AT2G24270
ostta06g02010	AT1G53120
ostta06g02020	AT2G17320
ostta06g02030	AT3G17000
ostta06g02040	AT3G26560
ostta06g02050	AT1G42480
ostta06g02060	AT4G03560
ostta06g02080	AT3G55220
ostta06g02090	AT5G13610
ostta06g02110	AT5G37830
ostta06g02120	AT2G21130
ostta06g02130	AT2G46230
ostta06g02150	AT1G05055
ostta06g02160	AT4G19640
ostta06g02170	AT4G29860
ostta06g02180	AT3G25240
ostta06g02190	AT5G16650
ostta06g02220	AT2G47020
ostta06g02240	AT4G31210
ostta06g02250	AT5G50650
ostta06g02260	AT4G15802
ostta06g02270	AT1G53240
ostta06g02280	AT5G53920
ostta06g02290	AT1G15730
ostta06g02300	AT2G16770
ostta06g02310	AT1G68100
ostta06g02320	AT5G20250
ostta06g02340	AT3G09600
ostta06g02380	AT1G14060
ostta06g02390	AT1G27595
ostta06g02400	AT4G14342
ostta06g02430	AT1G71820
ostta06g02440	AT2G25660
ostta06g02450	AT5G04070
ostta06g02460	AT2G25840
ostta06g02470	AT3G20920
ostta06g02500	AT3G12300
ostta06g02510	AT1G29040
ostta06g02520	AT4G36860
ostta06g02530	AT3G62120
ostta06g02540	AT3G60830
ostta06g02550	AT3G52050
ostta06g02570	AT1G67140
ostta06g02590	AT4G35540
ostta06g02600	AT1G77670
ostta06g02605	AT3G26710
ostta06g02615	AT3G07525
ostta06g02630	AT5G61220
ostta06g02640	AT4G02070
ostta06g02650	AT5G50850
ostta06g02660	AT5G38650
ostta06g02685	AT3G55580
ostta06g02690	AT3G59770
ostta06g02700	AT5G05560
ostta06g02710	AT1G74070
ostta06g02720	AT3G02180
ostta06g02730	AT1G21980
ostta06g02740	AT3G14890
ostta06g02750	AT5G10350
ostta06g02770	AT2G31350
ostta06g02780	AT4G38440
ostta06g02790	AT5G49400
ostta06g02800	AT1G58060
ostta06g02810	AT1G17350
ostta06g02820	AT3G26500
ostta06g02840	AT1G57770
ostta06g02850	AT1G76080
ostta06g02860	AT5G53490
ostta06g02880	AT1G51510
ostta06g02890	AT1G07370
ostta06g02900	AT1G69190
ostta06g02910	AT3G59390
ostta06g02920	AT2G33840
ostta06g02930	AT1G09935
ostta06g02940	AT1G32900
ostta06g02960	AT5G16270
ostta06g02970	AT1G31220
ostta06g02980	AT2G40780
ostta06g02990	AT4G35020
ostta06g03000	AT4G04880
ostta06g03010	AT1G59760
ostta06g03020	AT1G67430
ostta06g03040	AT5G51200
ostta06g03050	AT4G24760
ostta06g03060	AT4G36020
ostta06g03080	AT1G47380
ostta06g03110	AT2G32150
ostta06g03140	AT3G24190
ostta06g03150	AT5G53770
ostta06g03160	AT1G11720
ostta06g03170	AT3G54300
ostta06g03190	AT5G52440
ostta06g03200	AT5G04040
ostta06g03220	AT4G14890
ostta06g03240	AT5G45900
ostta06g03260	AT2G42450
ostta06g03270	AT1G22410
ostta06g03280	AT1G33290
ostta06g03300	AT1G67600
ostta06g03310	AT5G26980
ostta06g03320	AT5G20490
ostta06g03325	AT2G32000
ostta06g03332	AT2G20450
ostta06g03340	AT3G56370
ostta06g03350	AT4G08350
ostta06g03370	AT4G01690
ostta06g03380	AT1G54490
ostta06g03390	ATCG00520
ostta06g03420	AT5G35400
ostta06g03425	AT5G08320
ostta06g03440	AT3G25610
ostta06g03450	AT3G19170
ostta06g03460	AT3G57180
ostta06g03480	AT1G30680
ostta06g03500	AT2G23090
ostta06g03510	AT2G20860
ostta06g03530	AT3G23610
ostta06g03550	AT4G39920
ostta06g03620	AT1G64550
ostta06g03630	AT2G13370
ostta06g03640	AT2G39130
ostta06g03670	AT5G25480
ostta06g03680	AT5G17170
ostta06g03690	AT5G01310
ostta06g03710	AT4G22830
ostta06g03730	AT1G28060
ostta06g03740	AT3G01090
ostta06g03750	AT1G79750
ostta06g03760	AT1G65270
ostta06g03770	AT1G42960
ostta06g03780	AT5G08650
ostta06g03810	AT5G61500
ostta06g03820	AT1G74260
ostta06g03840	AT5G23060
ostta06g03850	AT3G52390
ostta06g03860	AT4G39960
ostta06g03880	AT2G17640
ostta06g03890	AT1G77030
ostta06g03900	AT3G11270
ostta06g03910	AT1G75660
ostta06g03940	AT3G42170
ostta06g03980	AT3G47120
ostta06g03990	AT4G02460
ostta06g04000	AT5G41190
ostta06g04010	AT1G04170
ostta06g04030	AT1G78560
ostta06g04040	AT3G19950
ostta06g04050	AT1G27410
ostta06g04060	AT3G05530
ostta06g04070	AT3G11400
ostta06g04110	AT5G03555
ostta06g04120	AT4G39970
ostta06g04140	AT1G16020
ostta06g04150	AT3G30380
ostta06g04160	AT1G07030
ostta06g04170	AT4G04910
ostta06g04180	AT5G50400
ostta06g04190	AT4G27990
ostta06g04200	AT5G48220
ostta06g04210	AT4G34150
ostta06g04220	AT2G17980
ostta06g04230	AT2G34900
ostta06g04240	AT3G62870
ostta06g04270	AT5G03555
ostta06g04290	AT1G06590
ostta06g04300	AT1G58250
ostta06g04320	AT1G04850
ostta06g04340	AT4G15180
ostta06g04347	AT3G18940
ostta06g04350	AT5G19470
ostta06g04370	AT4G01840
ostta06g04390	AT5G45760
ostta06g04400	AT3G55160
ostta06g04420	AT3G61680
ostta06g04430	AT5G13780
ostta06g04440	AT5G14610
ostta06g04450	AT2G33150
ostta06g04480	AT5G20040
ostta06g04490	AT5G64830
ostta06g04520	AT3G14110
ostta06g04530	AT3G57280
ostta06g04540	AT1G22882
ostta06g04560	AT5G04170
ostta06g04570	AT1G55880
ostta06g04580	AT5G59250
ostta06g04590	AT1G04420
ostta06g04600	AT1G44575
ostta06g04610	AT2G39140
ostta07g00010	AT5G27630
ostta07g00015	AT4G17910
ostta07g00020	AT5G54260
ostta07g00030	AT4G16570
ostta07g00040	AT5G16470
ostta07g00050	AT2G37270
ostta07g00060	AT2G36230
ostta07g00070	AT1G73180
ostta07g00080	AT1G64530
ostta07g00090	AT1G62830
ostta07g00120	AT2G29940
ostta07g00130	AT3G20060
ostta07g00140	AT1G20816
ostta07g00150	AT4G13720
ostta07g00160	AT4G02570
ostta07g00170	AT2G34480
ostta07g00210	AT1G63980
ostta07g00230	AT2G17850
ostta07g00250	AT4G13720
ostta07g00270	AT4G31160
ostta07g00280	AT2G04842
ostta07g00290	AT3G25580
ostta07g00320	AT5G44600
ostta07g00340	AT2G19950
ostta07g00350	AT1G49980
ostta07g00360	AT1G64185
ostta07g00370	AT1G06220
ostta07g00380	AT4G15110
ostta07g00385	AT1G04620
ostta07g00390	AT2G03270
ostta07g00420	AT5G17660
ostta07g00440	AT5G51660
ostta07g00450	AT2G32040
ostta07g00480	AT4G20760
ostta07g00490	AT5G24800
ostta07g00530	AT5G63320
ostta07g00550	AT4G16450
ostta07g00560	AT3G53940
ostta07g00590	AT5G17760
ostta07g00600	AT5G12130
ostta07g00640	ATCG00730
ostta07g00650	AT4G39820
ostta07g00655	AT2G01770
ostta07g00680	AT5G42870
ostta07g00700	AT5G58560
ostta07g00720	AT4G16141
ostta07g00730	AT1G65950
ostta07g00740	AT4G17170
ostta07g00750	AT2G36930
ostta07g00770	AT5G47200
ostta07g00780	AT1G04870
ostta07g00790	AT4G23570
ostta07g00800	AT5G23540
ostta07g00840	AT1G11800
ostta07g00860	AT4G30845
ostta07g00870	AT4G00850
ostta07g00880	AT4G22340
ostta07g00890	AT1G10510
ostta07g00910	AT1G23410
ostta07g00920	AT5G47620
ostta07g00940	AT2G30105
ostta07g00950	AT2G39780
ostta07g00960	AT4G17280
ostta07g00980	AT5G24930
ostta07g00990	AT3G62810
ostta07g01020	AT4G34270
ostta07g01030	AT4G34270
ostta07g01040	AT1G79750
ostta07g01050	AT5G07740
ostta07g01090	AT5G61070
ostta07g01100	AT1G23360
ostta07g01110	AT5G05730
ostta07g01120	AT5G53770
ostta07g01150	AT1G64550
ostta07g01190	AT5G14530
ostta07g01200	AT4G25630
ostta07g01205	AT3G20390
ostta07g01210	AT3G08040
ostta07g01220	AT3G07890
ostta07g01230	AT1G01220
ostta07g01260	AT5G26830
ostta07g01270	AT2G41040
ostta07g01280	AT5G27290
ostta07g01285	AT5G27290
ostta07g01300	AT4G15830
ostta07g01310	AT3G11540
ostta07g01320	AT1G35180
ostta07g01330	AT3G20810
ostta07g01340	AT5G59440
ostta07g01350	AT4G09650
ostta07g01360	AT3G47630
ostta07g01380	AT1G49980
ostta07g01400	AT1G18040
ostta07g01410	AT2G25310
ostta07g01420	AT2G19520
ostta07g01430	AT3G09850
ostta07g01440	AT5G25480
ostta07g01450	AT1G08830
ostta07g01460	AT1G74100
ostta07g01470	AT5G61510
ostta07g01500	AT2G25110
ostta07g01520	AT2G13540
ostta07g01530	AT5G40950
ostta07g01540	AT3G12290
ostta07g01550	AT4G23730
ostta07g01560	AT2G35500
ostta07g01575	AT1G76060
ostta07g01580	AT1G30400
ostta07g01590	AT1G49350
ostta07g01610	AT2G36250
ostta07g01640	AT1G06490
ostta07g01650	AT3G48350
ostta07g01660	AT1G22850
ostta07g01670	AT1G14360
ostta07g01680	AT3G48350
ostta07g01690	AT3G57090
ostta07g01700	AT5G60790
ostta07g01710	AT2G32440
ostta07g01720	AT3G58670
ostta07g01730	AT5G52380
ostta07g01740	AT5G54190
ostta07g01750	AT2G43080
ostta07g01760	AT4G30930
ostta07g01780	AT3G10405
ostta07g01790	AT1G55150
ostta07g01800	AT2G42500
ostta07g01810	AT4G05410
ostta07g01820	AT3G24190
ostta07g01830	AT1G66510
ostta07g01860	AT1G55535
ostta07g01870	AT2G27970
ostta07g01880	AT5G22800
ostta07g01890	AT1G36320
ostta07g01895	AT5G27830
ostta07g01900	AT1G70480
ostta07g01910	AT3G06270
ostta07g01920	AT3G25800
ostta07g01930	AT3G25800
ostta07g01940	AT3G52090
ostta07g01950	AT1G76130
ostta07g01960	AT5G19940
ostta07g01975	AT1G19910
ostta07g01980	AT2G46560
ostta07g01990	AT1G51650
ostta07g02000	AT5G09570
ostta07g02010	AT5G50920
ostta07g02020	AT5G43280
ostta07g02070	AT1G04230
ostta07g02090	AT4G22830
ostta07g02110	ATCG00490
ostta07g02120	AT2G46500
ostta07g02130	AT5G48470
ostta07g02140	AT2G25620
ostta07g02150	AT1G31812
ostta07g02170	AT5G38890
ostta07g02180	AT2G38290
ostta07g02200	AT1G34630
ostta07g02210	AT1G80480
ostta07g02220	AT5G06690
ostta07g02230	AT1G56440
ostta07g02240	AT1G64790
ostta07g02250	AT1G49820
ostta07g02260	AT2G04270
ostta07g02300	AT1G76050
ostta07g02310	AT3G13470
ostta07g02320	AT5G13480
ostta07g02330	AT5G08630
ostta07g02340	AT3G55330
ostta07g02350	AT1G12770
ostta07g02360	AT5G63770
ostta07g02370	AT3G12050
ostta07g02390	AT3G04740
ostta07g02400	ATCG00720
ostta07g02410	ATCG00560
ostta07g02420	ATCG00580
ostta07g02450	AT1G44446
ostta07g02470	AT1G19740
ostta07g02500	AT5G24690
ostta07g02510	AT3G47390
ostta07g02520	AT3G48150
ostta07g02530	AT5G01530
ostta07g02540	AT4G02110
ostta07g02570	AT5G07660
ostta07g02580	AT1G13560
ostta07g02590	AT4G25080
ostta07g02600	AT1G53470
ostta07g02610	AT1G09815
ostta07g02620	AT3G43790
ostta07g02630	AT3G59630
ostta07g02640	AT5G62440
ostta07g02660	AT5G21140
ostta07g02670	AT5G14600
ostta07g02680	AT5G11430
ostta07g02690	AT5G55290
ostta07g02700	AT5G10260
ostta07g02710	AT4G18590
ostta07g02720	AT1G32500
ostta07g02725	AT3G08720
ostta07g02750	AT3G01800
ostta07g02760	AT4G10840
ostta07g02770	AT1G79600
ostta07g02780	AT1G29880
ostta07g02790	AT5G26742
ostta07g02805	AT4G20130
ostta07g02810	AT5G54810
ostta07g02820	AT3G53110
ostta07g02840	AT3G26990
ostta07g02850	AT4G14600
ostta07g02855	AT4G32930
ostta07g02870	AT5G44450
ostta07g02880	AT5G44090
ostta07g02890	AT5G50100
ostta07g02900	AT3G13230
ostta07g02910	AT3G19780
ostta07g02920	AT4G19540
ostta07g02950	AT2G07340
ostta07g02970	AT3G57880
ostta07g02990	AT1G59520
ostta07g03000	AT3G52155
ostta07g03020	AT1G55803
ostta07g03030	AT5G48870
ostta07g03050	AT3G27970
ostta07g03060	AT5G51430
ostta07g03070	AT5G48300
ostta07g03080	AT3G63480
ostta07g03090	AT3G02220
ostta07g03100	AT1G70610
ostta07g03110	AT3G11670
ostta07g03130	AT1G15730
ostta07g03160	AT4G39690
ostta07g03170	AT2G35450
ostta07g03190	AT4G34730
ostta07g03200	AT1G60620
ostta07g03210	AT1G35530
ostta07g03230	AT3G52300
ostta07g03240	AT1G77550
ostta07g03260	AT1G20925
ostta07g03280	AT1G02410
ostta07g03290	AT1G04020
ostta07g03320	AT2G29960
ostta07g03330	AT1G75850
ostta07g03340	AT4G30580
ostta07g03350	AT5G24900
ostta07g03370	AT5G11500
ostta07g03380	AT3G13920
ostta07g03400	AT2G20690
ostta07g03410	AT4G36240
ostta07g03420	AT1G02080
ostta07g03440	AT4G39210
ostta07g03450	AT4G32390
ostta07g03460	AT2G27470
ostta07g03470	AT3G19340
ostta07g03480	AT5G22100
ostta07g03490	AT3G53900
ostta07g03500	AT5G57345
ostta07g03510	AT5G40820
ostta07g03520	AT5G01340
ostta07g03530	AT5G21930
ostta07g03540	AT2G37290
ostta07g03550	AT1G55880
ostta07g03560	AT5G41770
ostta07g03570	AT2G02500
ostta07g03610	AT3G43810
ostta07g03620	AT4G31880
ostta07g03630	AT2G01490
ostta07g03635	AT5G05920
ostta07g03640	AT3G54440
ostta07g03650	AT5G03850
ostta07g03660	AT4G15850
ostta07g03670	AT1G60780
ostta07g03700	AT5G05920
ostta07g03720	AT1G09280
ostta07g03730	AT5G35170
ostta07g03740	AT1G65030
ostta07g03750	AT3G20810
ostta07g03800	AT5G27560
ostta07g03810	AT3G58460
ostta07g03820	AT4G34110
ostta07g03830	AT3G07790
ostta07g03850	AT3G24460
ostta07g03880	AT2G05990
ostta07g03885	AT5G55140
ostta07g03890	AT1G18640
ostta07g03900	AT2G46020
ostta07g03910	AT3G44530
ostta07g03920	AT3G13740
ostta07g03950	AT5G42620
ostta07g03980	AT1G45332
ostta07g03990	AT2G33255
ostta07g04000	AT1G36730
ostta07g04010	AT3G06960
ostta07g04020	AT5G18570
ostta07g04040	AT1G63810
ostta07g04050	AT3G47120
ostta07g04060	AT5G22620
ostta07g04100	AT1G53710
ostta07g04120	AT1G77740
ostta07g04130	AT5G06240
ostta07g04140	AT1G12840
ostta07g04150	AT5G61970
ostta07g04160	AT1G16080
ostta07g04180	AT3G16080
ostta07g04190	AT3G54110
ostta07g04210	AT1G80260
ostta07g04220	AT5G52110
ostta07g04230	AT5G39410
ostta07g04250	AT1G74150
ostta07g04260	AT3G02360
ostta07g04270	AT1G67580
ostta07g04290	AT3G06400
ostta07g04300	AT1G72660
ostta07g04310	AT4G00830
ostta07g04320	AT1G32150
ostta07g04330	AT4G11420
ostta07g04340	AT1G13960
ostta07g04350	AT3G21650
ostta07g04360	AT2G39080
ostta07g04370	AT2G45290
ostta07g04380	AT1G06050
ostta07g04390	AT2G45770
ostta07g04410	AT1G06950
ostta07g04450	AT1G48350
ostta07g04460	AT5G10740
ostta07g04470	AT1G54500
ostta07g04480	AT5G49060
ostta07g04500	AT1G23360
ostta07g04510	AT3G45040
ostta07g04530	AT1G62750
ostta07g04540	AT4G22300
ostta07g04550	AT1G79710
ostta07g04560	AT1G79710
ostta07g04570	AT1G20575
ostta07g04580	AT4G02110
ostta07g04590	AT5G58020
ostta07g04610	AT2G18850
